id,occasion,city,act,genre,budget
17049,evento corporativo,BARCELONA,Ensemble (e.g. duo or trio),Pop,0
17049,evento corporativo,BARCELONA,Band,Pop,0
17049,evento corporativo,BARCELONA,Ensemble (e.g. duo or trio),Rock,0
17049,evento corporativo,BARCELONA,Band,Rock,0
17051,Cumpleaños ,Villalbilla (el robledal),Ensemble (e.g. duo or trio),Pop,250
17051,Cumpleaños ,Villalbilla (el robledal),Solo,Pop,250
17051,Cumpleaños ,Villalbilla (el robledal),DJ,Pop,250
17051,Cumpleaños ,Villalbilla (el robledal),Ensemble (e.g. duo or trio),Rock,250
17051,Cumpleaños ,Villalbilla (el robledal),Solo,Rock,250
17051,Cumpleaños ,Villalbilla (el robledal),DJ,Rock,250
17051,Cumpleaños ,Villalbilla (el robledal),Ensemble (e.g. duo or trio),Electronic,250
17051,Cumpleaños ,Villalbilla (el robledal),Solo,Electronic,250
17051,Cumpleaños ,Villalbilla (el robledal),DJ,Electronic,250
17051,Cumpleaños ,Villalbilla (el robledal),Ensemble (e.g. duo or trio),Singer-songwriter,250
17051,Cumpleaños ,Villalbilla (el robledal),Solo,Singer-songwriter,250
17051,Cumpleaños ,Villalbilla (el robledal),DJ,Singer-songwriter,250
17051,Cumpleaños ,Villalbilla (el robledal),Ensemble (e.g. duo or trio),Disco,250
17051,Cumpleaños ,Villalbilla (el robledal),Solo,Disco,250
17051,Cumpleaños ,Villalbilla (el robledal),DJ,Disco,250
17051,Cumpleaños ,Villalbilla (el robledal),Ensemble (e.g. duo or trio),Flamenco,250
17051,Cumpleaños ,Villalbilla (el robledal),Solo,Flamenco,250
17051,Cumpleaños ,Villalbilla (el robledal),DJ,Flamenco,250
17051,Cumpleaños ,Villalbilla (el robledal),Ensemble (e.g. duo or trio),Tributeband,250
17051,Cumpleaños ,Villalbilla (el robledal),Solo,Tributeband,250
17051,Cumpleaños ,Villalbilla (el robledal),DJ,Tributeband,250
17051,Cumpleaños ,Villalbilla (el robledal),Ensemble (e.g. duo or trio),80s,250
17051,Cumpleaños ,Villalbilla (el robledal),Solo,80s,250
17051,Cumpleaños ,Villalbilla (el robledal),DJ,80s,250
17051,Cumpleaños ,Villalbilla (el robledal),Ensemble (e.g. duo or trio),90s,250
17051,Cumpleaños ,Villalbilla (el robledal),Solo,90s,250
17051,Cumpleaños ,Villalbilla (el robledal),DJ,90s,250
17052,Verjaardagsfeest voor 25 en 60 jaar,Lienden,DJ,Pop,450
17052,Verjaardagsfeest voor 25 en 60 jaar,Lienden,DJ,Dance,450
17052,Verjaardagsfeest voor 25 en 60 jaar,Lienden,DJ,Disco,450
17052,Verjaardagsfeest voor 25 en 60 jaar,Lienden,DJ,Allround,450
17052,Verjaardagsfeest voor 25 en 60 jaar,Lienden,DJ,Nederpop,450
17052,Verjaardagsfeest voor 25 en 60 jaar,Lienden,DJ,80s,450
17052,Verjaardagsfeest voor 25 en 60 jaar,Lienden,DJ,90s,450
17052,Verjaardagsfeest voor 25 en 60 jaar,Lienden,DJ,70s,450
17052,Verjaardagsfeest voor 25 en 60 jaar,Lienden,DJ,Levenslied,450
17053,kerstmarkt,denderhoutem,Ensemble (e.g. duo or trio),Coverband,400
17053,kerstmarkt,denderhoutem,Band,Coverband,400
17054,einde jaarsborrel,Amsterdam,Solo,Swing,250
17054,einde jaarsborrel,Amsterdam,Solo,80s,250
17054,einde jaarsborrel,Amsterdam,Solo,90s,250
17055,Kerstdiner,Leusden,Ensemble (e.g. duo or trio),Akoestisch,300
17055,Kerstdiner,Leusden,Solo,Akoestisch,300
17055,Kerstdiner,Leusden,Ensemble (e.g. duo or trio),Wereldmuziek,300
17055,Kerstdiner,Leusden,Solo,Wereldmuziek,300
17055,Kerstdiner,Leusden,Ensemble (e.g. duo or trio),Entertainment,300
17055,Kerstdiner,Leusden,Solo,Entertainment,300
17055,Kerstdiner,Leusden,Ensemble (e.g. duo or trio),Easy Listening,300
17055,Kerstdiner,Leusden,Solo,Easy Listening,300
17055,Kerstdiner,Leusden,Ensemble (e.g. duo or trio),Romantiek,300
17055,Kerstdiner,Leusden,Solo,Romantiek,300
17055,Kerstdiner,Leusden,Ensemble (e.g. duo or trio),A capella,300
17055,Kerstdiner,Leusden,Solo,A capella,300
17055,Kerstdiner,Leusden,Ensemble (e.g. duo or trio),Classicisme,300
17055,Kerstdiner,Leusden,Solo,Classicisme,300
17055,Kerstdiner,Leusden,Ensemble (e.g. duo or trio),Piano show,300
17055,Kerstdiner,Leusden,Solo,Piano show,300
17055,Kerstdiner,Leusden,Ensemble (e.g. duo or trio),Balkan,300
17055,Kerstdiner,Leusden,Solo,Balkan,300
17055,Kerstdiner,Leusden,Ensemble (e.g. duo or trio),Koor,300
17055,Kerstdiner,Leusden,Solo,Koor,300
17055,Kerstdiner,Leusden,Ensemble (e.g. duo or trio),Fado,300
17055,Kerstdiner,Leusden,Solo,Fado,300
17056,Feest,Beesel ,DJ,House,100
17057,Lista de escola ,"Escola Dr ruy D'Andrade, Entoncamento",DJ,Pop,50
17058,Festa escolar (listas do Parlamento de jovens) ,Entroncamento,DJ,Pop,50
17058,Festa escolar (listas do Parlamento de jovens) ,Entroncamento,DJ,Akoestisch,50
17058,Festa escolar (listas do Parlamento de jovens) ,Entroncamento,DJ,Hip Hop,50
17058,Festa escolar (listas do Parlamento de jovens) ,Entroncamento,DJ,Latin,50
17058,Festa escolar (listas do Parlamento de jovens) ,Entroncamento,DJ,Disco,50
17059,Festa di compleanno,Trieste,DJ,Pop,200
17059,Festa di compleanno,Trieste,DJ,Latin,200
17059,Festa di compleanno,Trieste,DJ,Entertainment,200
17059,Festa di compleanno,Trieste,DJ,80s,200
17059,Festa di compleanno,Trieste,DJ,90s,200
17060,Taylor Swift themafeest,Utrecht,DJ,Pop,800
17061,Oudejaarsavond ,Bredene België ,Band,Rockabilly,900
17062,Evento,Soria,Band,Coverband,800
17063,bruiloft,Aalst,DJ,Wereldmuziek,600
17063,bruiloft,Aalst,DJ,Swing,600
17063,bruiloft,Aalst,DJ,Romantiek,600
17063,bruiloft,Aalst,DJ,80s,600
17063,bruiloft,Aalst,DJ,Volksmuziek,600
17063,bruiloft,Aalst,DJ,90s,600
17063,bruiloft,Aalst,DJ,70s,600
17063,bruiloft,Aalst,DJ,Schlager,600
17065,Cantar en vivo en Gastropub ,Valencia,Ensemble (e.g. duo or trio),Pop,111
17065,Cantar en vivo en Gastropub ,Valencia,Solo,Pop,111
17065,Cantar en vivo en Gastropub ,Valencia,Band,Pop,111
17065,Cantar en vivo en Gastropub ,Valencia,DJ,Pop,111
17065,Cantar en vivo en Gastropub ,Valencia,Ensemble (e.g. duo or trio),Akoestisch,111
17065,Cantar en vivo en Gastropub ,Valencia,Solo,Akoestisch,111
17065,Cantar en vivo en Gastropub ,Valencia,Band,Akoestisch,111
17065,Cantar en vivo en Gastropub ,Valencia,DJ,Akoestisch,111
17065,Cantar en vivo en Gastropub ,Valencia,Ensemble (e.g. duo or trio),Jazz,111
17065,Cantar en vivo en Gastropub ,Valencia,Solo,Jazz,111
17065,Cantar en vivo en Gastropub ,Valencia,Band,Jazz,111
17065,Cantar en vivo en Gastropub ,Valencia,DJ,Jazz,111
17065,Cantar en vivo en Gastropub ,Valencia,Ensemble (e.g. duo or trio),House,111
17065,Cantar en vivo en Gastropub ,Valencia,Solo,House,111
17065,Cantar en vivo en Gastropub ,Valencia,Band,House,111
17065,Cantar en vivo en Gastropub ,Valencia,DJ,House,111
17065,Cantar en vivo en Gastropub ,Valencia,Ensemble (e.g. duo or trio),Dance,111
17065,Cantar en vivo en Gastropub ,Valencia,Solo,Dance,111
17065,Cantar en vivo en Gastropub ,Valencia,Band,Dance,111
17065,Cantar en vivo en Gastropub ,Valencia,DJ,Dance,111
17065,Cantar en vivo en Gastropub ,Valencia,Ensemble (e.g. duo or trio),Alternatief,111
17065,Cantar en vivo en Gastropub ,Valencia,Solo,Alternatief,111
17065,Cantar en vivo en Gastropub ,Valencia,Band,Alternatief,111
17065,Cantar en vivo en Gastropub ,Valencia,DJ,Alternatief,111
17065,Cantar en vivo en Gastropub ,Valencia,Ensemble (e.g. duo or trio),Blues,111
17065,Cantar en vivo en Gastropub ,Valencia,Solo,Blues,111
17065,Cantar en vivo en Gastropub ,Valencia,Band,Blues,111
17065,Cantar en vivo en Gastropub ,Valencia,DJ,Blues,111
17065,Cantar en vivo en Gastropub ,Valencia,Ensemble (e.g. duo or trio),Singer-songwriter,111
17065,Cantar en vivo en Gastropub ,Valencia,Solo,Singer-songwriter,111
17065,Cantar en vivo en Gastropub ,Valencia,Band,Singer-songwriter,111
17065,Cantar en vivo en Gastropub ,Valencia,DJ,Singer-songwriter,111
17065,Cantar en vivo en Gastropub ,Valencia,Ensemble (e.g. duo or trio),Deep house,111
17065,Cantar en vivo en Gastropub ,Valencia,Solo,Deep house,111
17065,Cantar en vivo en Gastropub ,Valencia,Band,Deep house,111
17065,Cantar en vivo en Gastropub ,Valencia,DJ,Deep house,111
17065,Cantar en vivo en Gastropub ,Valencia,Ensemble (e.g. duo or trio),Latin,111
17065,Cantar en vivo en Gastropub ,Valencia,Solo,Latin,111
17065,Cantar en vivo en Gastropub ,Valencia,Band,Latin,111
17065,Cantar en vivo en Gastropub ,Valencia,DJ,Latin,111
17065,Cantar en vivo en Gastropub ,Valencia,Ensemble (e.g. duo or trio),Disco,111
17065,Cantar en vivo en Gastropub ,Valencia,Solo,Disco,111
17065,Cantar en vivo en Gastropub ,Valencia,Band,Disco,111
17065,Cantar en vivo en Gastropub ,Valencia,DJ,Disco,111
17065,Cantar en vivo en Gastropub ,Valencia,Ensemble (e.g. duo or trio),Country,111
17065,Cantar en vivo en Gastropub ,Valencia,Solo,Country,111
17065,Cantar en vivo en Gastropub ,Valencia,Band,Country,111
17065,Cantar en vivo en Gastropub ,Valencia,DJ,Country,111
17065,Cantar en vivo en Gastropub ,Valencia,Ensemble (e.g. duo or trio),Punk,111
17065,Cantar en vivo en Gastropub ,Valencia,Solo,Punk,111
17065,Cantar en vivo en Gastropub ,Valencia,Band,Punk,111
17065,Cantar en vivo en Gastropub ,Valencia,DJ,Punk,111
17065,Cantar en vivo en Gastropub ,Valencia,Ensemble (e.g. duo or trio),Klassiek,111
17065,Cantar en vivo en Gastropub ,Valencia,Solo,Klassiek,111
17065,Cantar en vivo en Gastropub ,Valencia,Band,Klassiek,111
17065,Cantar en vivo en Gastropub ,Valencia,DJ,Klassiek,111
17065,Cantar en vivo en Gastropub ,Valencia,Ensemble (e.g. duo or trio),Reggae,111
17065,Cantar en vivo en Gastropub ,Valencia,Solo,Reggae,111
17065,Cantar en vivo en Gastropub ,Valencia,Band,Reggae,111
17065,Cantar en vivo en Gastropub ,Valencia,DJ,Reggae,111
17065,Cantar en vivo en Gastropub ,Valencia,Ensemble (e.g. duo or trio),Flamenco,111
17065,Cantar en vivo en Gastropub ,Valencia,Solo,Flamenco,111
17065,Cantar en vivo en Gastropub ,Valencia,Band,Flamenco,111
17065,Cantar en vivo en Gastropub ,Valencia,DJ,Flamenco,111
17065,Cantar en vivo en Gastropub ,Valencia,Ensemble (e.g. duo or trio),Romantiek,111
17065,Cantar en vivo en Gastropub ,Valencia,Solo,Romantiek,111
17065,Cantar en vivo en Gastropub ,Valencia,Band,Romantiek,111
17065,Cantar en vivo en Gastropub ,Valencia,DJ,Romantiek,111
17065,Cantar en vivo en Gastropub ,Valencia,Ensemble (e.g. duo or trio),80s,111
17065,Cantar en vivo en Gastropub ,Valencia,Solo,80s,111
17065,Cantar en vivo en Gastropub ,Valencia,Band,80s,111
17065,Cantar en vivo en Gastropub ,Valencia,DJ,80s,111
17065,Cantar en vivo en Gastropub ,Valencia,Ensemble (e.g. duo or trio),Volksmuziek,111
17065,Cantar en vivo en Gastropub ,Valencia,Solo,Volksmuziek,111
17065,Cantar en vivo en Gastropub ,Valencia,Band,Volksmuziek,111
17065,Cantar en vivo en Gastropub ,Valencia,DJ,Volksmuziek,111
17065,Cantar en vivo en Gastropub ,Valencia,Ensemble (e.g. duo or trio),A capella,111
17065,Cantar en vivo en Gastropub ,Valencia,Solo,A capella,111
17065,Cantar en vivo en Gastropub ,Valencia,Band,A capella,111
17065,Cantar en vivo en Gastropub ,Valencia,DJ,A capella,111
17065,Cantar en vivo en Gastropub ,Valencia,Ensemble (e.g. duo or trio),90s,111
17065,Cantar en vivo en Gastropub ,Valencia,Solo,90s,111
17065,Cantar en vivo en Gastropub ,Valencia,Band,90s,111
17065,Cantar en vivo en Gastropub ,Valencia,DJ,90s,111
17065,Cantar en vivo en Gastropub ,Valencia,Ensemble (e.g. duo or trio),Modern klassiek,111
17065,Cantar en vivo en Gastropub ,Valencia,Solo,Modern klassiek,111
17065,Cantar en vivo en Gastropub ,Valencia,Band,Modern klassiek,111
17065,Cantar en vivo en Gastropub ,Valencia,DJ,Modern klassiek,111
17065,Cantar en vivo en Gastropub ,Valencia,Ensemble (e.g. duo or trio),Tech House,111
17065,Cantar en vivo en Gastropub ,Valencia,Solo,Tech House,111
17065,Cantar en vivo en Gastropub ,Valencia,Band,Tech House,111
17065,Cantar en vivo en Gastropub ,Valencia,DJ,Tech House,111
17065,Cantar en vivo en Gastropub ,Valencia,Ensemble (e.g. duo or trio),Gipsy,111
17065,Cantar en vivo en Gastropub ,Valencia,Solo,Gipsy,111
17065,Cantar en vivo en Gastropub ,Valencia,Band,Gipsy,111
17065,Cantar en vivo en Gastropub ,Valencia,DJ,Gipsy,111
17065,Cantar en vivo en Gastropub ,Valencia,Ensemble (e.g. duo or trio),70s,111
17065,Cantar en vivo en Gastropub ,Valencia,Solo,70s,111
17065,Cantar en vivo en Gastropub ,Valencia,Band,70s,111
17065,Cantar en vivo en Gastropub ,Valencia,DJ,70s,111
17065,Cantar en vivo en Gastropub ,Valencia,Ensemble (e.g. duo or trio),Brass,111
17065,Cantar en vivo en Gastropub ,Valencia,Solo,Brass,111
17065,Cantar en vivo en Gastropub ,Valencia,Band,Brass,111
17065,Cantar en vivo en Gastropub ,Valencia,DJ,Brass,111
17065,Cantar en vivo en Gastropub ,Valencia,Ensemble (e.g. duo or trio),Tango,111
17065,Cantar en vivo en Gastropub ,Valencia,Solo,Tango,111
17065,Cantar en vivo en Gastropub ,Valencia,Band,Tango,111
17065,Cantar en vivo en Gastropub ,Valencia,DJ,Tango,111
17065,Cantar en vivo en Gastropub ,Valencia,Ensemble (e.g. duo or trio),Samba,111
17065,Cantar en vivo en Gastropub ,Valencia,Solo,Samba,111
17065,Cantar en vivo en Gastropub ,Valencia,Band,Samba,111
17065,Cantar en vivo en Gastropub ,Valencia,DJ,Samba,111
17065,Cantar en vivo en Gastropub ,Valencia,Ensemble (e.g. duo or trio),Komedie,111
17065,Cantar en vivo en Gastropub ,Valencia,Solo,Komedie,111
17065,Cantar en vivo en Gastropub ,Valencia,Band,Komedie,111
17065,Cantar en vivo en Gastropub ,Valencia,DJ,Komedie,111
17065,Cantar en vivo en Gastropub ,Valencia,Ensemble (e.g. duo or trio),Mariachi,111
17065,Cantar en vivo en Gastropub ,Valencia,Solo,Mariachi,111
17065,Cantar en vivo en Gastropub ,Valencia,Band,Mariachi,111
17065,Cantar en vivo en Gastropub ,Valencia,DJ,Mariachi,111
17065,Cantar en vivo en Gastropub ,Valencia,Ensemble (e.g. duo or trio),Austropop,111
17065,Cantar en vivo en Gastropub ,Valencia,Solo,Austropop,111
17065,Cantar en vivo en Gastropub ,Valencia,Band,Austropop,111
17065,Cantar en vivo en Gastropub ,Valencia,DJ,Austropop,111
17066,Bruiloft,Borgloon - Limburg,Ensemble (e.g. duo or trio),Akoestisch,300
17066,Bruiloft,Borgloon - Limburg,Solo,Akoestisch,300
17067,Feetsje ,Hardinxvekd Giesendam ,Band,Blues,400
17067,Feetsje ,Hardinxvekd Giesendam ,Band,Rock 'n Roll,400
17068,Wedstrijd Nederland elftal ,Ottersum ,DJ,Tech House,400
17101,Kerstdiner,Den Haag,Solo,Pop,350
17101,Kerstdiner,Den Haag,Solo,Allround,350
17101,Kerstdiner,Den Haag,Solo,Entertainment,350
17101,Kerstdiner,Den Haag,Solo,Smartlap,350
17104,Boda,Málaga ,DJ,Pop,200
17104,Boda,Málaga ,DJ,Reggaeton,200
17106,verjaardag,Apeldoorn,Solo,Pop,200
17106,verjaardag,Apeldoorn,DJ,Pop,200
17106,verjaardag,Apeldoorn,Solo,Rock,200
17106,verjaardag,Apeldoorn,DJ,Rock,200
17106,verjaardag,Apeldoorn,Solo,Alternatief,200
17106,verjaardag,Apeldoorn,DJ,Alternatief,200
17106,verjaardag,Apeldoorn,Solo,Singer-songwriter,200
17106,verjaardag,Apeldoorn,DJ,Singer-songwriter,200
17106,verjaardag,Apeldoorn,Solo,Soul,200
17106,verjaardag,Apeldoorn,DJ,Soul,200
17106,verjaardag,Apeldoorn,Solo,Techno,200
17106,verjaardag,Apeldoorn,DJ,Techno,200
17106,verjaardag,Apeldoorn,Solo,Rock 'n Roll,200
17106,verjaardag,Apeldoorn,DJ,Rock 'n Roll,200
17106,verjaardag,Apeldoorn,Solo,Allround,200
17106,verjaardag,Apeldoorn,DJ,Allround,200
17106,verjaardag,Apeldoorn,Solo,Entertainment,200
17106,verjaardag,Apeldoorn,DJ,Entertainment,200
17106,verjaardag,Apeldoorn,Solo,Nederpop,200
17106,verjaardag,Apeldoorn,DJ,Nederpop,200
17106,verjaardag,Apeldoorn,Solo,Komedie,200
17106,verjaardag,Apeldoorn,DJ,Komedie,200
17107,Cumpleaños,Puerto Real,DJ,Reggaeton,100
17107,Cumpleaños,Puerto Real,DJ,Bachata,100
17108,Aperitivo boda mediodía ,Cabrera de Mar,Ensemble (e.g. duo or trio),Coverband,300
17108,Aperitivo boda mediodía ,Cabrera de Mar,Solo,Coverband,300
17108,Aperitivo boda mediodía ,Cabrera de Mar,Band,Coverband,300
17108,Aperitivo boda mediodía ,Cabrera de Mar,Ensemble (e.g. duo or trio),Rap,300
17108,Aperitivo boda mediodía ,Cabrera de Mar,Solo,Rap,300
17108,Aperitivo boda mediodía ,Cabrera de Mar,Band,Rap,300
17108,Aperitivo boda mediodía ,Cabrera de Mar,Ensemble (e.g. duo or trio),Reggae,300
17108,Aperitivo boda mediodía ,Cabrera de Mar,Solo,Reggae,300
17108,Aperitivo boda mediodía ,Cabrera de Mar,Band,Reggae,300
17109,Bedrijfslunch,Heerlen,Ensemble (e.g. duo or trio),Coverband,1000
17109,Bedrijfslunch,Heerlen,Solo,Coverband,1000
17109,Bedrijfslunch,Heerlen,Band,Coverband,1000
17109,Bedrijfslunch,Heerlen,Ensemble (e.g. duo or trio),Allround,1000
17109,Bedrijfslunch,Heerlen,Solo,Allround,1000
17109,Bedrijfslunch,Heerlen,Band,Allround,1000
17110,Fiesta privada de máscaras ,Madrid,DJ,Jazz,300
17110,Fiesta privada de máscaras ,Madrid,DJ,House,300
17110,Fiesta privada de máscaras ,Madrid,DJ,Electronic,300
17110,Fiesta privada de máscaras ,Madrid,DJ,Techno,300
17110,Fiesta privada de máscaras ,Madrid,DJ,Indie Rock,300
17110,Fiesta privada de máscaras ,Madrid,DJ,Deep house,300
17110,Fiesta privada de máscaras ,Madrid,DJ,Disco,300
17110,Fiesta privada de máscaras ,Madrid,DJ,Entertainment,300
17110,Fiesta privada de máscaras ,Madrid,DJ,Chill out,300
17110,Fiesta privada de máscaras ,Madrid,DJ,80s,300
17110,Fiesta privada de máscaras ,Madrid,DJ,90s,300
17110,Fiesta privada de máscaras ,Madrid,DJ,Tech House,300
17111,Verjaardag,Broek in waterland,Band,Pop,2000
17111,Verjaardag,Broek in waterland,DJ,Pop,2000
17112,Silvesterparty im Ferienpark Plötzky,"Ferienpark Plötzky, kleiner Waldsee 1, 39217 Schönebeck (OT) Plötzky",DJ,Pop,750
17112,Silvesterparty im Ferienpark Plötzky,"Ferienpark Plötzky, kleiner Waldsee 1, 39217 Schönebeck (OT) Plötzky",DJ,Rock,750
17112,Silvesterparty im Ferienpark Plötzky,"Ferienpark Plötzky, kleiner Waldsee 1, 39217 Schönebeck (OT) Plötzky",DJ,Akoestisch,750
17112,Silvesterparty im Ferienpark Plötzky,"Ferienpark Plötzky, kleiner Waldsee 1, 39217 Schönebeck (OT) Plötzky",DJ,Jazz,750
17112,Silvesterparty im Ferienpark Plötzky,"Ferienpark Plötzky, kleiner Waldsee 1, 39217 Schönebeck (OT) Plötzky",DJ,Electronic,750
17113,Regelmatig een optreden in een Taverne,Kruisem (tss Gent en Oudenaarde),Ensemble (e.g. duo or trio),Rock,200
17113,Regelmatig een optreden in een Taverne,Kruisem (tss Gent en Oudenaarde),Solo,Rock,200
17113,Regelmatig een optreden in een Taverne,Kruisem (tss Gent en Oudenaarde),Band,Rock,200
17113,Regelmatig een optreden in een Taverne,Kruisem (tss Gent en Oudenaarde),Ensemble (e.g. duo or trio),Akoestisch,200
17113,Regelmatig een optreden in een Taverne,Kruisem (tss Gent en Oudenaarde),Solo,Akoestisch,200
17113,Regelmatig een optreden in een Taverne,Kruisem (tss Gent en Oudenaarde),Band,Akoestisch,200
17113,Regelmatig een optreden in een Taverne,Kruisem (tss Gent en Oudenaarde),Ensemble (e.g. duo or trio),Coverband,200
17113,Regelmatig een optreden in een Taverne,Kruisem (tss Gent en Oudenaarde),Solo,Coverband,200
17113,Regelmatig een optreden in een Taverne,Kruisem (tss Gent en Oudenaarde),Band,Coverband,200
